
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
EPIPHANY_E16G301                 U3                               411   5     50  50   5 K1        163 0 RXI_CCLK_N          (76-206-13)
EPIPHANY_E16G301                 U3                               412   6      1   1   6 V18       324 0 GND                 (3-11-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
EPIPHANY_E16G301                 U3                               412   6      1   1   7 V11       317 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1   8 V8        314 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1   9 V1        307 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  10 U17       305 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  11 U2        290 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  12 T16       286 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  13 T3        273 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  14 R15       267 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  15 R4        256 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  16 P13       247 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  17 P11       245 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  18 P9        243 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  19 P7        241 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  20 P5        239 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  21 N14       230 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  22 N12       228 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  23 N10       226 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  24 N8        224 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  25 N6        222 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  26 M13       211 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  27 M11       209 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  28 M9        207 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  29 M7        205 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  30 M5        203 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  31 L18       198 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  32 L14       194 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  33 L12       192 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  34 L10       190 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  35 L8        188 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  36 L6        186 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  37 L1        181 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  38 K13       175 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  39 K11       173 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  40 K9        171 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  41 K7        169 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  42 K5        167 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  43 J14       158 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  44 J12       156 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  45 J10       154 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  46 J8        152 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  47 J6        150 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  48 H18       144 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  49 H13       139 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  50 H11       137 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  51 H9        135 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  52 H7        133 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  53 H5        131 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  54 H1        127 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  55 G14       122 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  56 G12       120 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  57 G10       118 0 GND                 (3-11-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
EPIPHANY_E16G301                 U3                               412   6      1   1  58 G8        116 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  59 G6        114 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  60 F14       104 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  61 F13       103 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  62 F6         96 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  63 F5         95 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  64 E14        86 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  65 E13        85 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  66 E6         78 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  67 E5         77 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  68 D15        69 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  69 D4         58 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  70 C16        52 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  71 C3         39 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  72 B17        35 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  73 B2         20 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  74 A18        18 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  75 A11        11 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  76 A8          8 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  77 A1          1 0 GND                 (3-11-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  78 P14       248 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  79 P12       246 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  80 P10       244 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  81 P8        242 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  82 P6        240 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  83 N5        221 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  84 M14       212 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  85 L5        185 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  86 K14       176 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  87 J5        149 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  88 H14       140 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  89 G13       121 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  90 G11       119 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  91 G9        117 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  92 G7        115 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  93 G5        113 0 1P8V                (3-14-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  94 N13       229 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  95 N11       227 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  96 N9        225 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  97 N7        223 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  98 M12       210 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1  99 M10       208 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 100 M8        206 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 101 M6        204 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 102 L13       193 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 103 L11       191 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 104 L9        189 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 105 L7        187 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 106 K12       174 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 107 K10       172 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 108 K8        170 0 VDD_DSP             (76-210-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
EPIPHANY_E16G301                 U3                               412   6      1   1 109 K6        168 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 110 J13       157 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 111 J11       155 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 112 J9        153 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 113 J7        151 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 114 H12       138 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 115 H10       136 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 116 H8        134 0 VDD_DSP             (76-210-13)
EPIPHANY_E16G301                 U3                               412   6      1   1 117 H6        132 0 VDD_DSP             (76-210-13)
FUSE0603_4A                      F1                               559   1      1   1   1 1           1 0 5P0V_IN             (293-66-13)
FUSE0603_4A                      F1                               559   1      2   2   1 2           2 0 5P0V                (293-54-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1      1   1   1 62         62 0                     (0-0-0)
HDMI_DVI_XCVR_ADV7513            U6                               488   1      2   2   1 61         61 0                     (0-0-0)
HDMI_DVI_XCVR_ADV7513            U6                               488   1      3   3   1 60         60 0                     (0-0-0)
HDMI_DVI_XCVR_ADV7513            U6                               488   1      4   4   1 59         59 0                     (0-0-0)
HDMI_DVI_XCVR_ADV7513            U6                               488   1      5   5   1 58         58 0                     (0-0-0)
HDMI_DVI_XCVR_ADV7513            U6                               488   1      6   6   1 57         57 0                     (0-0-0)
HDMI_DVI_XCVR_ADV7513            U6                               488   1      7   7   1 56         56 0                     (0-0-0)
HDMI_DVI_XCVR_ADV7513            U6                               488   1      8   8   1 55         55 0                     (0-0-0)
HDMI_DVI_XCVR_ADV7513            U6                               488   1      9   9   1 54         54 0 HDMI_D8             (7-201-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     10  10   1 52         52 0 HDMI_D9             (7-206-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     11  11   1 50         50 0 HDMI_D10            (7-151-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     12  12   1 49         49 0 HDMI_D11            (7-184-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     13  13   1 48         48 0 HDMI_D12            (7-158-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     14  14   1 47         47 0 HDMI_D13            (7-163-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     15  15   1 46         46 0 HDMI_D14            (7-166-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     16  16   1 45         45 0 HDMI_D15            (7-172-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     17  17   1 44         44 0 HDMI_D16            (7-114-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     18  18   1 43         43 0 HDMI_D17            (7-177-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     19  19   1 42         42 0 HDMI_D18            (7-131-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     20  20   1 41         41 0 HDMI_D19            (7-135-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     21  21   1 40         40 0 HDMI_D20            (7-140-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     22  22   1 39         39 0 HDMI_D21            (7-143-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     23  23   1 38         38 0 HDMI_D22            (7-142-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     24  24   1 37         37 0 HDMI_D23            (7-103-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     25  25   1 63         63 0 HDMI_DE             (346-9-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     26  26   1 53         53 0 HDMI_CLK            (346-8-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     27  27   1 2           2 0 HDMI_VSYNC          (346-41-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     28  28   1 64         64 0 HDMI_HSYNC          (346-36-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     29  29   1 14         14 0 R_EXT               (346-149-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     30  30   1 16         16 0 HDMI_HPD            (346-138-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     31  31   1 5           5 0 GND                 (3-11-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     32  32   1 6           6 0 GND                 (3-11-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     33  33   1 7           7 0 GND                 (3-11-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     34  34   1 8           8 0 GND                 (3-11-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     35  35   1 3           3 0 SPDIF               (7-169-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     36  36   1 4           4 0 GND                 (3-11-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     37  37   1 10         10 0 GND                 (3-11-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     38  38   1 27         27 0 HDMI_TX2_P          (346-132-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     39  39   1 26         26 0 HDMI_TX2_N          (346-144-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     40  40   1 24         24 0 HDMI_TX1_P          (346-143-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
HDMI_DVI_XCVR_ADV7513            U6                               488   1     41  41   1 23         23 0 HDMI_TX1_N          (346-142-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     42  42   1 21         21 0 HDMI_TX0_P          (346-140-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     43  43   1 20         20 0 HDMI_TX0_N          (346-131-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     44  44   1 18         18 0 HDMI_TXC_P          (346-130-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     45  45   1 17         17 0 HDMI_TXC_N          (346-148-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     46  46   1 28         28 0 HDMI_INT            (346-150-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     47  47   1 35         35 0 I2C_SCL             (76-212-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     48  48   1 36         36 0 I2C_SDA             (76-230-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     49  49   1 34         34 0 DDC_SDA             (346-134-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     50  50   1 33         33 0 DDC_SCL             (346-136-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     51  51   1 30         30 0 HDMI_CEC            (346-137-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     52  52   1 32         32 0 HDMI_24M_CES_CLK    (261-21-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     53  53   1 9           9 0 GND                 (3-11-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   1     54  54   1 22         22 0 PD                  (346-145-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1   2 65         65 0 GND                 (3-11-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1   3 25         25 0 HDMI_AVDD           (346-151-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1   4 19         19 0 HDMI_AVDD           (346-151-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1   5 15         15 0 HDMI_AVDD           (346-151-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1   6 29         29 0 DVDD_3V             (346-146-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1   7 13         13 0 HDMI_BGVDD          (346-147-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1   8 12         12 0 HDMI_PVDD           (346-128-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1   9 51         51 0 HDMI_DVDD           (346-141-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1  10 31         31 0 HDMI_DVDD           (346-141-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1  11 11         11 0 HDMI_DVDD           (346-141-13)
HDMI_DVI_XCVR_ADV7513            U6                               488   2      1   1  12 1           1 0 HDMI_DVDD           (346-141-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1      1   1   1 3           7 0 HDMI_TX2_P          (346-132-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1      2   2   1 4           8 0 GND                 (3-11-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1      3   3   1 5           9 0 HDMI_TX2_N          (346-144-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1      4   4   1 GND1        1 0 GND                 (3-11-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1      5   5   1 6          10 0 HDMI_TX1_P          (346-143-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1      6   6   1 GND3        3 0 GND                 (3-11-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1      7   7   1 GND4        4 0 GND                 (3-11-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1      8   8   1 7          11 0 GND                 (3-11-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1      9   9   1 8          12 0 HDMI_TX1_N          (346-142-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     10  10   1 9          13 0 HDMI_TX0_P          (346-140-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     11  11   1 10         14 0 GND                 (3-11-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     12  12   1 11         15 0 HDMI_TX0_N          (346-131-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     13  13   1 12         16 0 HDMI_TXC_P          (346-130-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     14  14   1 13         17 0 GND                 (3-11-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     15  15   1 14         18 0 HDMI_TXC_N          (346-148-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     16  16   1 15         19 0 HDMI_CEC_B          (346-133-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     17  17   1 2           6 0                     (0-0-0)
HDMI_MICRO_D_RA_SMT              J5                               489   1     18  18   1 17         21 0 DDC_SCL             (346-136-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     19  19   1 18         22 0 DDC_SDA             (346-134-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     20  20   1 16         20 0 GND                 (3-11-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     21  21   1 1           5 0 HDMI_HPD_B          (346-135-13)
HDMI_MICRO_D_RA_SMT              J5                               489   1     22  22   1 GND2        2 0 GND                 (3-11-13)
HDMI_MICRO_D_RA_SMT              J5                               489   2      1   1   2 19         23 0 HDMI_5V             (346-129-13)
HDR_1X2_TH_VER                   J13                              574   1      1   1   1 1           1 0 PTH3                (293-53-13)
HDR_1X2_TH_VER                   J13                              574   1      2   2   1 2           2 0 5P0V_IN             (293-66-13)
HDR_1X3_TH_VER_0.1P              J7                               525   1      1   1   1 1           1 0 UART_TX             (261-44-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
HDR_1X3_TH_VER_0.1P              J7                               525   1      2   2   1 2           2 0 UART_RX             (261-32-13)
HDR_1X3_TH_VER_0.1P              J7                               525   1      3   3   1 3           3 0 GND                 (3-11-13)
HDR_1X3_TH_VER_0.1P              J8                               526   1      1   1   1 1           1 0 5P0V                (293-54-13)
HDR_1X3_TH_VER_0.1P              J8                               526   1      2   2   1 2           2 0 SYS_5P0V            (76-235-13)
HDR_1X3_TH_VER_0.1P              J8                               526   1      3   3   1 3           3 0 USB_VBUS            (293-39-13)
IC_ISL9305_DCDC_CONV             U20                              575   1      1   1   1 1           1 0 SYS_5P0V            (76-235-13)
IC_ISL9305_DCDC_CONV             U20                              575   1      2   2   1 16         16 0 SW12                (293-71-13)
IC_ISL9305_DCDC_CONV             U20                              575   1      3   3   1 2           2 0 FB12                (293-50-13)
IC_ISL9305_DCDC_CONV             U20                              575   1      4   4   1 12         12 0 SYS_5P0V            (76-235-13)
IC_ISL9305_DCDC_CONV             U20                              575   1      5   5   1 13         13 0 SW22                (1814-4-13)
IC_ISL9305_DCDC_CONV             U20                              575   1      6   6   1 11         11 0 FB22                (1814-1-13)
IC_ISL9305_DCDC_CONV             U20                              575   1      7   7   1 3           3 0 I2C_SCL             (76-212-13)
IC_ISL9305_DCDC_CONV             U20                              575   1      8   8   1 4           4 0 I2C_SDA             (76-230-13)
IC_ISL9305_DCDC_CONV             U20                              575   1      9   9   1 5           5 0 SYS_5P0V            (76-235-13)
IC_ISL9305_DCDC_CONV             U20                              575   1     10  10   1 8           8 0 SYS_5P0V            (76-235-13)
IC_ISL9305_DCDC_CONV             U20                              575   1     11  11   1 6           6 0 VOLD012             (1814-5-13)
IC_ISL9305_DCDC_CONV             U20                              575   1     12  12   1 7           7 0 VOLD022             (1814-6-13)
IC_ISL9305_DCDC_CONV             U20                              575   1     13  13   1 10         10 0 DCDPG               (293-68-13)
IC_ISL9305_DCDC_CONV             U20                              575   1     14  14   1 17         17 0 GND                 (3-11-13)
IC_ISL9305_DCDC_CONV             U20                              575   2      1   1   2 9           9 0 GND                 (3-11-13)
IC_ISL9305_DCDC_CONV             U20                              575   2      1   1   3 14         14 0 GND                 (3-11-13)
IC_ISL9305_DCDC_CONV             U20                              575   2      1   1   4 15         15 0 GND                 (3-11-13)
IC_ISL9307_DCDC_CONV             U19                              547   1      1   1   1 1           1 0 SYS_5P0V            (76-235-13)
IC_ISL9307_DCDC_CONV             U19                              547   1      2   2   1 16         16 0 SW11                (1814-3-13)
IC_ISL9307_DCDC_CONV             U19                              547   1      3   3   1 2           2 0 FB11                (1814-2-13)
IC_ISL9307_DCDC_CONV             U19                              547   1      4   4   1 12         12 0 SYS_5P0V            (76-235-13)
IC_ISL9307_DCDC_CONV             U19                              547   1      5   5   1 13         13 0 SW21                (293-67-13)
IC_ISL9307_DCDC_CONV             U19                              547   1      6   6   1 11         11 0 FB21                (293-59-13)
IC_ISL9307_DCDC_CONV             U19                              547   1      7   7   1 5           5 0 SYS_5P0V            (76-235-13)
IC_ISL9307_DCDC_CONV             U19                              547   1      8   8   1 6           6 0 VOLD011             (293-51-13)
IC_ISL9307_DCDC_CONV             U19                              547   1      9   9   1 7           7 0 VOLD021             (293-61-13)
IC_ISL9307_DCDC_CONV             U19                              547   1     10  10   1 17         17 0 GND                 (3-11-13)
IC_ISL9307_DCDC_CONV             U19                              547   1     11  11   1 3           3 0 REG_EN1             (293-58-13)
IC_ISL9307_DCDC_CONV             U19                              547   1     12  12   1 10         10 0 REG_EN2             (293-62-13)
IC_ISL9307_DCDC_CONV             U19                              547   1     13  13   1 4           4 0 REG_EN3             (293-60-13)
IC_ISL9307_DCDC_CONV             U19                              547   1     14  14   1 8           8 0 REG_EN4             (293-65-13)
IC_ISL9307_DCDC_CONV             U19                              547   2      1   1   2 9           9 0 GND                 (3-11-13)
IC_ISL9307_DCDC_CONV             U19                              547   2      1   1   3 14         14 0 GND                 (3-11-13)
IC_ISL9307_DCDC_CONV             U19                              547   2      1   1   4 15         15 0 GND                 (3-11-13)
IC_SI51219                       U13                              510   1      1   1   1 3           3 0 U13_XIN             (1182-8-13)
IC_SI51219                       U13                              510   1      2   2   1 4           4 0 REFCLK              (1182-11-13)
IC_SI51219                       U13                              510   1      3   3   1 2           2 0 U13_XOUT            (1182-1-13)
IC_SI51219                       U13                              510   1      4   4   1 6           6 0                     (0-0-0)
IC_SI51219                       U13                              510   1      5   5   1 7           7 0 SSCLK3              (1182-12-13)
IC_SI51219                       U13                              510   2      1   1   2 5           5 0 GND                 (3-11-13)
IC_SI51219                       U13                              510   2      1   1   3 1           1 0 3P3V                (76-222-13)
IC_SI51219                       U13                              510   2      1   1   4 8           8 0 3P3V                (76-222-13)
IC_SPI_FLASH_QUAD_128Mb          U14                              524   1      1   1   1 5           5 0 QSPI_IO_0           (261-36-13)
IC_SPI_FLASH_QUAD_128Mb          U14                              524   1      2   2   1 6           6 0 QSPI_CLK            (261-40-13)
